,sentence,word_count,index
1619,-- {link} by @mention #sxsw #cnn Pics from the #apple #ipad2 line at #SXSW #fb  {link} {link} http://t.co/26SVO3m I10: March of the Pigs {link} [codes valid: 12:00-3:59:59p 03/12/11] #infektd #sxsw #zomb Showing off Uzu iPad app.,36,1619
1620,"#tapworthy #sxsw Verbs OH at #SXSW: bump, google, facebook, ping, hashable, fuck, meet, hire...(me) any more?",16,1620
1621,Very true.,2,1621
1622,"RT @mention @mention Dude there's earthquakes,  tsunamis, iPad 2 and #SXSW.",11,1622
1623,Get with it.,3,1623
1624,@mention awesome.,2,1624
1625,I traded in #sxsw last year for the iPad 1.,10,1625
1626,This looks fun.,3,1626
1627,Party Like It's 1986 hosted by Google and the ACLUs of N California and Texas #SXSW RT @mention Cameron Sinclair Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone  {link} #sxsw4jp #archforhumanity Woman in front of me has etch-a-sketch housing for her iPad.,44,1627
1628,Awesome!,1,1628
1629,#SXSW (The iPad 2 queue at #sxsw of course I won the iPad accessories bag!,15,1629
1630,Thanks @mention #SXSW Yea!!!,4,1630
1631,Another Google product that isn't available for Google Apps yet: Google Hotpot.,12,1631
1632,"#sxsw The coolest iPhone 4 &amp; iPad cases at #Sxsw, check them out here at #fastcompanygrill #zazzlesxsw #sxswi  {link} A Group Messaging Roundup To Help You Stay In Touch At SXSW {link} #Android #FastSociety #iPhone #SMS #SXSW RT @mention I'll be helping @mention at 12:30 for the Twitter for Good at #sxsw at Icenhaur's.",54,1632
1633,"Come and join us  {link} &quot;At #SXSW, Apple schools the marketing experts&quot;  {link} Hashable + American Psycho woot!",18,1633
1634,RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link} great talk about the Google Doodles and in the end they hand out printed signed doodles #SXSW  {link} RT @mention Must see #android app at #sxsw &quot;Bizzy&quot; {link} Planzai app featuring the official British Music schedule now on android market!,57,1634
1635,{link} #sxsw Loving my Morphie JuicePack today for a recharge of iPhone.,12,1635
1636,So worth it.,3,1636
1637,#sxsw RT @mention Google was incapable of doing disruptive innovation- and acquired 89 startups over the last few years @mention #leanstartup #sxsw Google to give social networking another try with &quot;Circles&quot;: via @mention @mention  {link} #sxsw Extra iPad 2 for sale in Austin convention center who wants one?,48,1637
1638,"{link} Check out this video to get a glimpse at what the action was like - The iPad 2 ...  #ipad #sxsw #gadgets {link} Person in front of me just took a picture with his new iPad #sxsw #SXSW Featured artist playlist available for free {link} via @mention #free #music RT @mention Filming with the iPad is so much cooler than a lame iPhone... #sxsw (at @mention live show)  {link} RT @mention Hey, Apple fans!",75,1638
1639,Get a peek at the space that's slated to be a pop-up #SXSW Apple Store tomorrow: {link} I woke up before my iPhone finished recharging.,25,1639
1640,"That means I got enough sleep last night, right?",9,1640
1641,#sxsw OMG.,2,1641
1642,Apple pop-up retail at #sxsw?,5,1642
1643,Please let them have a full palette of iPad2's and a truck parked out back RT @mention Very smart move by Apple.,22,1643
1644,"A pop-up store during #SXSW (iPad 2's come out at 5pm tomorrow): {link} RT @mention Hey #SXSW movers and shakers, @mention is publishing a &quot;Poke the Box&quot; eBook next week.",30,1644
1645,Get involved: {link} RT @mention Whrrl girls handing out chances to win 2 Audi cars!,15,1645
1646,Come find us!,3,1646
1647,"#SXSW (@mention Apple Store SXSW) {link} At #SXSW, Apple schools the marketing experts | CNET - {link} Fun with interactive maps at the @mention and Google party: {link} #sxsw True?",30,1647
1648,"RT @mention It's not a rumor: Apple opening temporary store in downtown Austin 4 #SXSW &amp; iPad 2 launch: {link} Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun and future&quot; {link} (HT @mention #SXSW RT @mention apparently the line to get an iPad at the #sxsw store grew by 2 blocks to 5 blocks in the past 30 mins.",61,1648
1649,WUT.,1,1649
1650,@mention How was Fri dinner and are you enjoying #sxsw?,10,1650
1651,Twitter is abuzz with possible news re: Google Circles launch that may happen there GENIUS behind Google Circles.,18,1651
1652,"¡á¾_Î¾Ð¡_____ÔÈÏ_ãöÝÇÜ¼¼
Real Life Social Graph Network v2 
View documents by Paul Adams {link} I thought I would use my iPad a lot during #SXSW, but I haven't even touched it once.",31,1652
1653,Hmmzies.,1,1653
1654,Congrats!,1,1654
1655,RT @mention Yes!,3,1655
1656,Gowalla wins best Andoid app at the Team Android Choice Awards.,11,1656
1657,Thanks all!,2,1657
1658,#sxsw RT @mention Hey #SXSW folks: free lunch from La Condesa at the Pepsi Max Lot!,16,1658
1659,"Map: {link} Fast Society Is Ready To Party At SXSW (Exclusive Demo Video) {link} #FastSociety #iPhone #SMS #SXSW #SXSW Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention Npr fan built first iPhone app, not affiliated with npr he was firefighter and coder #sxsw great for meetings, haha!",55,1659
1660,"#hollergram {link} #sxsw I need to play this game on my #android - #SXSW {link} RT @mention RT @mention #iPad Lounge: Recharge, coffee, H2O, iPad Art Show-free, daily for #sxsw 106 E (cont) {link} ÛÏ@mention Video interview with @mention &amp; @mention at #SXSW &quot;Google deals&quot; {link} RT @mention RT @mention Reactions to Google Circles news so far range from &quot;not again&quot; to &quot;please rescue me from the Facebook.&quot;  #sxsw RT @mention Google Launching Secret New Social Network Called &quot;Circles&quot; {link} #SXSW like that's bad RT @mention Sitting at a bar listening to music w 3 ppl who r all nose down on iPhone.",103,1660
1661,Waitress looks confused.,3,1661
1662,#sxsw Massive #sxsw fail to run out of #iPad2 @mention Should have had a semi full parked out front!,19,1662
1663,"#justsayin {link} &quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw&quot; @mention for you... #Apple to Open Pop-Up Shop at #SXSW {link} via @mention Just how do you improve your website rankings?",37,1663
1664,Advice from both Google and Bing at #SXSW.,8,1664
1665,"{link} Time for coffee, muffins and news reading with leNewz at #SXSW trade show (booth #1422 just behind Google's) HeyWire launches group chat with Facebook, Google and Twitter #sxsw {link} RT @mention Cameron Sinclair @mention Spearheads Japan Disaster Relief From #SXSW Via Twitter &amp; iPhone {link}  -retweet this Android party #sxsw (@mention Lustre Pearl Bar w/ 19 others) {link} RT @mention @mention Yes, that's why I favorited it!",68,1665
1666,I want to win.,4,1666
1667,I need to win.,4,1667
1668,doo dah doo dah.,4,1668
1669,":D #pushio #sxsw #ipad RT @mention Head over to  {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight with #nokiaconnects Refreshing, liveley and informative talk on game design mechanics by @mention @mention #sxswi #sxsw me too :-) RT @mention Look everyone!",49,1669
1670,Zomg @mention got an iPad 2 on the first day!,10,1670
1671,#sxsw {link} RT @mention South by Southwest 2011 #Android app released {link} #SXSW #SXSWi #SXSWedu Hilarious.,16,1671
1672,RT @mention Look for me at sxsw.,7,1672
1673,I'm the bearded guy in plaid on an iPhone.,9,1673
1674,#sxsw #sxsw At #smileyparty and really want to win sn iPad!!!!!,11,1674
1675,"via @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw Google maps route around traffic is saving users 2 years of time every day @mention #sxsw Just saw an iPhone #periscope move w/ 2nd camera @mention  gowalla talk @mention #sxsw.",45,1675
1676,Snoring guy busted &amp; documented.,5,1676
1677,"Get a cpap, homie!",4,1677
1678,At the Team Android party.,5,1678
1679,"Can't find it on Gowalla or Foursquare, so um, there you go.",12,1679
1680,#sxsw RT @mention Hipsters w/ oversized earphones pluged into the new IPAD make me happy that Texas has such loose gun laws #SXSW @mention Congratulations on winning the Android award!,30,1680
1681,:) #sxsw I've taken the SXSW iPhone and iPad apps for granted.,12,1681
1682,Realizing just how amazing these apps are.,7,1682
1683,Big applause to designers/devs.,4,1683
1684,#SXSW Did some one say free music?,7,1684
1685,Did someone say free @mention music!?,6,1685
1686,"Yes, yes they did.",4,1686
1687,{link} #SXSW #FreeMusic Wow!,4,1687
1688,Google maps for mobile v5 demo at #sxsw.,8,1688
1689,Very nice.,2,1689
1690,RT @mention Google &quot;ad preferences&quot; and you can view (and edit) what Google thinks you like.,16,1690
1691,#seenocreepy #SXSW &quot;We're about to pass you up Opera.&quot; -@mention (Google) to @mention (Opera Dev Rel.),16,1691
1692,#sxsw #zing Summary of my Twitter stream right now: Japan OMG!,11,1692
1693,/ #Android / #SXSW / Engadget :-( / effing Republicans!,10,1693
1694,/ iPad2 / alcohol RT @mention The @mention iPhone app is unreal.,12,1694
1695,Just clicked on the location of #LeanStartup &amp; had a person there tell me there are still seats.,18,1695
1696,#sxsw &quot;@mention New  #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link} i've run through 270% of my iphone battery in 8 hours.,30,1696
1697,#sxsw Phrase of the day iPhone ready android coming #sxsw At: Left Brain Search = Google.,16,1697
1698,Right Brain Search = X at SXSW.,7,1698
1699,{link} #SXSW #BetterSearch Fan up @mention To kick off #SXSWi @mention is giving away an iPad 2... Just visit the FB page to enter: {link} #SXSW Can you rsvp w/o an iPhone?,32,1699
1700,RT @mention RSVP HERE -&gt; {link} Perfect Attendance at #SXSW!,10,1700
1701,3/18 | LIGHT BAR!,4,1701
1702,&lt;- PLEASE RT RT @mention Best pickup-line at #SXSW: Do you have an iPhone charger?,15,1702
1703,@mention dan die maar doen?,5,1703
1704,:P RT @mention #sxsw ipad store sold out of everything except 64gig wifi only white RT @mention This Week in #iPad clip: @mention joins @mention to review the free #SXSW Go #App!,32,1704
1705,{link} #iPad2 #SXSWGo N32: The Social Network {link} [codes valid: 12:00-3:59:59p 03/14/11] #infektd #sxsw #necro RT @mention Can't wait to see the internet implode in Austin on Friday when everyone stops all normal activity to order an iPad 2 #sxsw @mention are you around #sxsw?,45,1705
1706,Need a US sim for my iphone 3GS for the next 10.,12,1706
1707,Wanna bring one in?,4,1707
1708,#please RT @mention Google Tests ÛÏCheck-in OffersÛ At SXSW {link} via #google #sxsw #check-in RT @mention &quot;the future of local is contextual discovery&quot; Google's Mayer argues 'where' is exceptionally valuable for any search #SXSW #SXSW + #PHOTOGRAPHY + #ANDROID = many live photos.,43,1708
1709,Watch this live feed here:  {link} @mention &amp; I just finished a mad dash to complete an iPad-formatted web app for a client that'll be showing it off at #SXSW.,30,1709
1710,It's been fun.,3,1710
1711,"#SXSW Apple Pop Up Store still has iPads in stock, we are waiting on line {link} via @mention #apple #ipad2Û RT @mention Developers Learn About Mobile Accessibility at #sxsw, Android 3.0 to Include Browser Access #a11y2go {link} RT @mention #fsw #sxsw for those of you who wanted to know about the spec for parsing Ajax Links {link} @mention lost its way by caring too much about its business.",68,1711
1712,"- tim o'reilly #SXSW Like you asserted, corporate is the new indie.",12,1712
1713,"RT @mention Well damn, Apple setting up a &quot;pop-up&quot; shop at #SXSW {link} trying to make a detailed, colour coded, google calendar for #SXSW is proving to be really tough.",30,1713
1714,"also, when did i get this organized?!",7,1714
1715,#iPad2 Live Unboxing In Front Of The #SXSW Apple Store [VIDEO] {link} @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; (via @mention RT @mention Zazzle is officially at #SXSW!,41,1715
1716,"Come by the @mention Grille, mention #zazzlsxsw and youÛªll get to make your own iPhone case!",16,1716
1717,The volume is overwhelming but the market will self-police.,9,1717
1718,That's why users picked Google over Bing.,7,1718
1719,#curatedebate #SXSW #sxsw #enchantment: @mention &quot;Bright spot for Apple: Pagemaker saved Apple.,12,1719
1720,I believe in God b/c no other explanation of Apple survival SYD #SXSW crew your iPhone extra juice pods have been procured.,22,1720
1721,The bad apple shows up late shoots down ideas and leaves early - meeting personality #2 #gamestorming #sxsw Sweet !,20,1721
1722,@mention RT @mention is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} @mention #@mention android dev meetup you say??,27,1722
1723,#SXSW #SXSW seeing demo of Google Maps for Mobile 5 vector graphics #SXSW Smart move by Apple opening popup store for #iPad2 launch in downtown Austin during #SXSW.,28,1723
1724,{link} RT @mention So it appears Apple is opening a pop up store in Austin for #sxsw - the employees were trying to hide it.,25,1724
1725,The Beechwood tables gave it away.,6,1725
1726,"#tech Before It Even Begins, Apple Wins #SXSW {link} Took an ipad from work for #SXSW - now i have to figure out what i'm gonna need on it while i'm there.",32,1726
1727,Download 20+ free tracks from the #SXSW Music Sampler on @mention including @mention {link} iPad 2 is sold-out and 70% were 1st time users #sxsw RT @mention Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic - collectively saving drivers 2 yrs/day #SXSW How much you want to bet Apple is disproportionately stocking the #SXSW pop-up store with iPad 2?,62,1727
1728,The influencer/hipsters thank you The world's largest iPad.,8,1728
1729,"#sxsw {link} Yup #showusyouricrazy RT @mention Apple's pop-up store @mention #SXSW on the day of iPad2 release could b the most genius move in mktg history Part of Journalsim is the support of democracy, yes?",35,1729
1730,"Informed populous, yes?",3,1730
1731,"iPad, as a focus, does not support that #newsapps #sxsw YES!",11,1731
1732,updated iPhone app has song info  @mention 24/7 stream +others also live video streaming for #SXSW {link} RT @mention Stop killing trees!,22,1732
1733,RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link} Excited to tell y'all about the wonders of android today at #sxsw!,29,1733
1734,See you soon.,3,1734
1735,"&quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw&quot; #technews iPad 2 Gets Temporary Apple Store for SXSW {link} #Tech_News #Apple #Apple_Store #iPad_2 #SXSW #tech #Hollrback is being released at #SXSW!",36,1735
1736,iPhone users can grab the app at Hollrback.com @mention #bettercloud #SXSW presenter &amp; Austin native John Wiley happens to be chief engineer behind Google search Have decided I need an ipad.,31,1736
1737,#usguys #sxsw Is #Google launching a new social network today?,10,1737
1738,#SXSW #socialmedia {link} wooooo!!!,4,1738
1739,ÛÏ@mention Apple store downtown Austin open til Midnight.,8,1739
1740,"#sxswÛ RT @mention Reactions to Google Circles news so far range from &quot;not again&quot; to &quot;please rescue me from the Facebook.&quot; #sxsw RT @mention &quot;Google looks for technical solutions, which why they're not great at community because it's a human solution.&quot; #SXSW Case you wanna stalk me: Google, AustinJS, Rocksauce, then Shang.",52,1740
1741,I will accomplish ALL OF THESE THINGS.,7,1741
1742,"#sxsw Found a road dawg to check out this iPad store #sxsw @mention Twitter you have failed me for the last time *force chokes iPhone* #sxsw Reminded by @mention abt the value of Google Zeitgeist {link} #sxsw Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #sxsw #22sxsw Terms that have high resonance right now #sxsw: Marisa Mater, Google maps and places hotspot.",70,1742
1743,Temp #Apple$tore set up for #SXSW YAY!,7,1743
1744,{link} #Austin #tech Leaving Austin and I sort of want to cry.,12,1744
1745,I will always remember this week.,6,1745
1746,My Adele/Fiona Apple mix is my only solace.,8,1746
1747,"#StartupBus #SXSW Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW #SXSWi {link} [Just FYI...] BREAKING: Google to Launch Major New Social Network Called Circles...Today?",28,1747
1748,{link} via @mention #sxsw #socialmedia Know that &quot;dataviz&quot; translates to &quot;satanic&quot; on an iPhone.,14,1748
1749,I'm just sayin'.,3,1749
1750,#sxsw Co Founder of Google Teacher Academy is bringing HS students from Austin to show how they use tech: {link} #SxSW #eeducation Apple putting up a store in downtown austin for #sxsw.,32,1750
1751,ipad 2 and a tablet app will disrupt - can't wait.,11,1751
1752,&quot;Lotta hipsters here.,3,1752
1753,You could meet a guy in a fedora with an iPad 2.&quot; @mention to his assistant on the stage at #sxsw RT @mention #SxSW - &quot;Pre and Post iPad - The Death of Flash&quot; - {link} RT @mention Are you going to be at #SXSW and wish you could purchase an iPad 2?,53,1753
1754,Not to worry!,3,1754
1755,"- {link} 

Well played Apple.",5,1755
1756,Well played.,2,1756
1757,"RT @mention RT @mention Per this rumor, Google may preview its big social strategy @mention '80s-themed costume party at #SXSW.",20,1757
1758,Yep.,1,1758
1759,{link} #cnet So True.,4,1759
1760,RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link} cc: @mention For everyone at #SXSW here is a map of my favorite places in Austin {link} @mention @mention @mention Checkout the League of Extraordinary Hackers at #SXSW by #LEGO and #GOOGLE - {link} Leaving excellent panel from @mention on Writing Compelling Content.,60,1760
1761,On to the Android Dev.,5,1761
1762,Meetup!,1,1762
1763,#SXSW Cover time!,3,1763
1764,"#sxsw (@mention Apple Store, SXSW w/ 9 others) {link} awesome: iphones etc on at&amp;t and wifi frozen at #sxsw but  #tmobile teathering on my Android G2 works like a charm RT @mention I convinced myself not to upgrade to iPad 2.",41,1764
1765,But then I just held one at the #SxSW trade show... and failed my willpower check.,16,1765
1766,"With XWave headsets, we can actually control iPhone apps with our brain!?",12,1766
1767,#SxSWNUI #gsdm #sxsw What matters most: {link} It's all in the title!!!,12,1767
1768,"#touchingstories #iPad and/or #tablet #SXSW RT @mention Soundtrckr featured by @mention @mention as a Must-have for #SXSW {link} @mention to Launch Social Network Called Circles, Possibly Today {link} #sxsw via: @mention - This should be interesting ^ JL #Mullenweg admits that iPhone app for Wordpress is not very good yet.",50,1768
1769,Which is very true.,4,1769
1770,Respect his honesty and awareness #sxsw RT @mention Just bought the last iPad 2 3G 64MB at the Apple pop-up store at #SxSW {link} &lt;-- lucky you!,27,1770
1771,Bring it  guys!,3,1771
1772,About to start  in Austin with @mention and @mention at #touchingstories ##SXSW  &quot;Designing Digital Magazines for the iPad&quot; IPad 2 is better..they have had time to improve #sxsw RT @mention RT @mention Love it.,34,1772
1773,@mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; #justmet @mention who worked for Apple for 25 years!,28,1773
1774,#SXSW #sxswnui #sxsw #xwave control #iPhone with your brain Auntie's voxpop of  popular #sxsw apps is worth a watch: {link} Not many Android phones on view.,26,1774
1775,Anyone know where I can buy a waterproof ipad case/pouch in Austin?,12,1775
1776,#sxsw CNNMoney: Got a craving?,5,1776
1777,#SXSW minds created an app for that - Foodspotting {link} #iPhone #apps Shhhh... the Promo Code for the iPad 2 Giveaway is SXSW2011 #SXSW Web Developers can be #winning too!...,30,1777
1778,{link} MyPOV: #verizon wins hands down for network.,8,1778
1779,"Hard to use new services like #beluga with a crappy #att #iphone network #sxsw @mention mission round table #sxsw #sxbrits with twitter, google, dell, microsoft and icm HootSuite blog ÛÒ Social Media Dashboard åÈ HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android
{link} RT @mention Rumor of Google launching their new social network called #Circles today at #sxswi #sxsw #t3sxsw {link} Just read that #apple will be at #SXSW selling iPad 2 on release day.",78,1779
1780,"Good lord, the vortex of smugness that day may be unbearable.",11,1780
1781,Apple IIe ad in the '85 SI swimsuit issue at a garage sale #sxsw {link} @mention via @mention Apple store downtown Austin open til Midnight.,25,1781
1782,#sxsw RT @mention Best thing heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief.,17,1782
1783,I don't need an iPad 2.&quot; (@mention @mention Timing is everything!,11,1783
1784,"iPad 2: Brand Winner at SXSW by @mention {link} #pnid #sxsw The Linkdown (non-#SXSW edition): iPad art show, RISE Austin, World Poopin' Day, social media events, more: {link} Is Google about to have another go at social with &quot;Google Circles&quot;?",40,1784
1785,"#sxsw #google @mention #SXSW so far: partied w/ google, twilio, Lego, milyoni (sick taco party), now big boi concert by 4sq and instagram.",23,1785
1786,"#SXSW-Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #iPad interface/controls should be at the top, mobile controls at the bottom.",28,1786
1787,#tapworthy #sxsw Desperately need a charging station!,7,1787
1788,Any spots out there for a dying iPhone?,8,1788
1789,#SXSW Grown men playing legos... Google party #sxsw  @mention Speakeasy {link} ipadi alacagimiz yer belli oldu:  Apple to Open Pop-Up Shop at Austin #SXSW {link} via @mention @mention Who wants free #music?,32,1789
1790,Free #SXSW sampler album on #iTunes.,6,1790
1791,Download it now.,3,1791
1792,(Link opens iTunes) {link} RT @mention We can't talk about liquid exp.,12,1792
1793,without talking about the Kindle.,5,1793
1794,"Showing examples of web, kindle and iPhone versions.",8,1794
1795,"#liquidux #SXSW RT @mention Next year, i'm going to set up a bootleg sidewalk cart in Austin and sell MacBook power adapters and iPhone cables.",25,1795
1796,"Oh, and Red Bull.",4,1796
1797,#sxsw I wonder if the front camera to back camera use ratio will be very different btwn the iPad and iPhone #SXSW @mention Go beyond the hour &amp; share positive actions with the world.,34,1797
1798,Download the #EarthHour iPhone app: {link} #SXSW Jaysis!,8,1798
1799,RT @mention RT @mention Whoa!,5,1799
1800,"line at the pop up apple store in downtown #sxsw  {link} I agree with @mention on their @mention concerns, but your #sxsw #microformats panelist is just condescending and rude.",29,1800
1801,"RT @mention #SXSW Plans: Google party, blackberry party and then IE 8 party.",13,1801
1802,Good times.,2,1802
1803,where is this party lol RT @mention Woke up sandwiched between my iPhone and iPad.,15,1803
1804,I forgot how much #SXSW was like geek spring break Blogging on the iPhone.,14,1804
1805,Check out a taste of my whirlwind travels to #sxsw {link} #springbreak continues #notenoughplaid Need a Workspace?,17,1805
1806,"Book it from your #iPhone {link} @mention #app #SXSW #virtualoffice To be enchanting, offer the likeability of Virgin Airlines, the trustworthiness of Zappos &amp; great products of Apple.",28,1806
1807,@mention #sxsw #bettersearch #sxsw Google Hotpot--looks like a streamlined Yelp.,10,1807
1808,"Not as in-depth, though.",4,1808
1809,Wondering if there is any game theory built in.,9,1809
1810,"Before It Even Begins, Apple WinsåÊSXSW {link} via @mention #apple #sxsw All you #SXSW tweeps, Check out our homies @mention this Thursday.",22,1810
1811,{link} dancing with myself at google 80s party.... ain't that the truth!,12,1811
1812,"need my girl @mention up in this joint #SXSW {link} RT @mention Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW.",29,1812
1813,Yep.,1,1813
1814,"{link} #cn #SXSW Vegan Guide Google Map (Austin, TX) ~ {link} ~ Based on the Lazy Smurf's info ~ {link} @mention jealous!",22,1814
1815,I love both apple stores and #sxsw!,7,1815
1816,@mention ouch.,2,1816
1817,"Looks like I might be able to grab one at the #SXSW temp Apple store Test Drive an Xperia Play with @mention and @mention  details here: {link} (at least some of them) #Android #sxsw RT @mention #sxsw: @mention We think we control our identities on Facebook, but as Google becomes an AI our profile will be built of what we do Cool to see and compliment @mention and @mention at the Apple store this evening.",75,1817
1818,I'll buy if you guys want to grab drinks at #SXSW.,11,1818
1819,"Best Brand Marketing at #SXSW: GE @mention solar powered carousel, @mention Rock 'n Roll Trailer Park, Apple's iPad2 pop-up shop Why the shout-out to Ukraine?",25,1819
1820,{link} @mention @mention HTML validation needed for ranking?,8,1820
1821,"{link}  #sxsw Google to launch social network called circles #sxsw RT #SXSW party podcasts {link} @mention @mention @mention @mention @iAmPaintedFace @H0U5T0N #Apple to Open Pop-Up Shop at #SXSW [REPORT]: Apple is set to open a temporary store in theÛ_ {link} You want likability of Virgin, trustworthiness of Zappos and product of Apple.",52,1821
1822,@mention #pnid #sxsw #enchantment This #Google Circles has everyone going around in Circles!,13,1822
1823,{link} #SXSW RT @mention Microsoft to launch IE9 at #SXSW: {link} Here you go @mention Maybe you can get MS to install on the  ipad :P We are giving away an iPad 2 to kick off our time down at #sxsw.,41,1823
1824,"Just visit our blog for more info: {link} MT @mention If you were able to attend #sxsw or buy an iPad today, consider saving a few $$$ for earthquake relief.",30,1824
1825,Just sayin.,2,1825
1826,The line at the #sxsw pop-up Apple store is already around the block.,13,1826
1827,5 hrs b4 ipad2 goes on sale.,7,1827
1828,{link} Better get in line now.,6,1828
1829,RT @mention Apple is opening up a temp store in downtown Austin for #SXSW &amp; iPad 2 launch {link} Coolest iPad case ever!,23,1829
1830,"It's an etch-a-sketch #sxsw  {link} via @mention Dang #sxsw rumors RT @mention False Alarm: Google Circles Not Coming Now, And Probably Not Ever (AllThingsD): {link} #sxsw #lost #reward 4 finding an #iPhone 4G (black case) in the back of Austin Yellow #Cab - dropped off @mention 3:30 today - call 512-457-8800 Checking-out Designing for Android session at SXSW.#SXSW #UXAmandroid RT @mention Web Developers: If you havenÛªt tried New Relic, sign up during #SXSW and enter to win an iPad 2!",80,1830
1831,"Come by booth 13 {link} If u read d article,google say it's a rumor ÛÏ@mention to Launch Major New Social Network Called Circles,{link} #sxswÛ #bjdproductions #Apple Opening Pop-Up Store In Austin For #SXSW {link} #tech I'm at the google party.",40,1831
1832,@mention Rocks!,2,1832
1833,#sxsw iPad 2 will be taking over #SXSW.,8,1833
1834,I'm prepared for this to be the most fun weekend of my career.,13,1834
1835,Google to launch Circles social network at #sxsw?,8,1835
1836,{link} really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW Hungover At SXSW?,22,1836
1837,"Use Zaarly To Get Your Gatorade And Advil {link} #BillLee #HTML #iPhone #SXSW 97% of farmers own mobile phone, 43% of those own a smartphone.",25,1837
1838,"Marketshare - BB - 33% 18%  Android, 10% iPhone.",9,1838
1839,"#mobilefarm #sxsw Guy Kawasaki ex Apple Evangelist talking eloquently about the art of enchantment - changing, hearts, minds and actions #sxsw RT @mention How many of you are in Austin?",30,1839
1840,Follow @mention to find out what our Googlers are up to at #sxsw {link} Agency people at #sxsw?,18,1840
1841,This queue if for a pop up ipad store!,9,1841
1842,"#savesxsw {link} RT @mention via @mention - #Apple set to open temp store in downtown #Austin during #SXSW - {link}  #iPad2 Turn your iPad into a 'physical messaging platform' with Holler Gram, a cheeky app we built for #SXSW.",39,1842
1843,"{link} Googles Melissa Mayer speaks about augmented reality and contextual discovery at #sxsw, our lives will change with google and melissa!",21,1843
1844,"Someone at #sxsw stole my ipad from mtg room 9abc, and it wasn't even a new one.",17,1844
1845,Talk about lame.,3,1845
1846,The #SXSW iPhone app is mocking me.,7,1846
1847,Like I have the money to be there - COME ON.,11,1847
1848,RT @mention I don't know why you would do original content ONLY for anything in today's world.,17,1848
1849,(And the iPad 2 is better.),6,1849
1850,Barry Diller #SXSW RT @mention RT @mention New @mention Platform for Concertgoers Launches #Android App in Time for #SXSW {link} Come visit @mention on Aisle 1300 across from Google.,29,1850
1851,#SXSW (@mention SXSW Trade Show w/ @mention {link} Someone at #SXSW needs to host a race between the SMS apps for iPhone pink slips.,24,1851
1852,Or probably something much cooler than that.,7,1852
1853,RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw #cm48 Here it is!,21,1853
1854,My #sxsw itinerary.,3,1854
1855,All of these events are free and don't require band/badge.,10,1855
1856,{link} Enjoy the fest :) &quot;Win free iPad 2 from webdoc.com #SXSW RT&quot; RT @mention Going to #SXSW?,18,1856
1857,The new iPhone guide to #Austin by @mention is free March 9-15.,12,1857
1858,Hard to beat free.,4,1858
1859,"#lp #mobile RT @mention Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link} Weather changed today at #sxsw, get exclusive weather updates from KXAN Austin's Jim Spencer on @mention {link} How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link} via @mention Packed house-go Lynn!",51,1859
1860,"Designing iPad Interfaces - New Navigation Schemas at #SXSW #UXDes
{link} @mention ummm - are u a dinosaur?",18,1860
1861,"#SXSW question are u a dinosaur, shark, ninja or pirate.",10,1861
1862,#google party like it's 1986.,5,1862
1863,"RT @mention If you're in Austin today, please join @mention @mention and myself talking iPad 2 and #SxSW  here: {link} :) Google Social Media RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link} @mention  #SXSW prompt for memory: go to Google map and describe a childhood walk RT @mention #qagb #sxsw Timely!",57,1863
1864,"RT @mention Bing's search engine share continues to rise, up to 13.6%.",12,1864
